date,open,high,low,close,adj_close,volume
2025-04-07,350.8800048828125,371.0,344.7900085449219,357.8599853515625,357.2042236328125,50425000
2025-04-08,368.260009765625,373.6499938964844,350.25,354.5599975585937,353.9102783203125,35868900
2025-04-09,353.5400085449219,393.2300109863281,353.1000061035156,390.489990234375,389.7744140625,50199700
2025-04-10,382.05999755859375,383.8999938964844,367.7999877929688,381.3500061035156,380.6511840820313,38024400
2025-04-11,380.6400146484375,390.0499877929688,378.8900146484375,388.4500122070313,387.7381896972656,23839200
2025-04-14,393.2200012207031,394.6499938964844,384.2099914550781,387.80999755859375,387.0993347167969,19251200
2025-04-15,388.510009765625,391.8900146484375,384.1600036621094,385.7300109863281,385.0231628417969,17199900
2025-04-16,380.6700134277344,381.6099853515625,368.0,371.6099853515625,370.9290161132813,21967800
2025-04-17,373.75,374.3200073242188,366.8900146484375,367.7799987792969,367.1060485839844,21120200
2025-04-21,362.8200073242188,364.4800109863281,355.6700134277344,359.1199951171875,358.4619140625,20807300
2025-04-22,363.3800048828125,367.7699890136719,359.8599853515625,366.8200073242188,366.1478271484375,19485000
2025-04-23,376.05999755859375,380.3900146484375,373.0199890136719,374.3900146484375,373.7039489746094,20545500
2025-04-24,375.7000122070313,388.4500122070313,375.1900024414063,387.2999877929688,386.59027099609375,22232300
2025-04-25,387.0,392.1600036621094,384.6000061035156,391.8500061035156,391.1319580078125,18973200
2025-04-28,391.9599914550781,392.739990234375,386.6400146484375,391.1600036621094,390.4432067871094,16579400
2025-04-29,391.2999877929688,395.1000061035156,390.3800048828125,394.0400085449219,393.3179321289063,14974000
2025-04-30,390.2999877929688,396.6600036621094,384.4400024414063,395.260009765625,394.5357055664063,36461100
2025-05-01,431.1099853515625,436.989990234375,424.8999938964844,425.3999938964844,424.6204528808594,58938100
2025-05-02,431.739990234375,439.4400024414063,429.989990234375,435.2799987792969,434.48236083984375,30757400
2025-05-05,432.8699951171875,439.5,432.1099853515625,436.1700134277344,435.3707275390625,20136100
2025-05-06,432.2000122070313,437.7300109863281,431.1700134277344,433.30999755859375,432.5159606933594,15104200
2025-05-07,433.8399963378906,438.1199951171875,431.1099853515625,433.3500061035156,432.555908203125,23295300
2025-05-08,437.9299926757813,443.6700134277344,435.6600036621094,438.1700134277344,437.3670654296875,23491300
2025-05-09,440.0,440.739990234375,435.8800048828125,438.7300109863281,437.9260559082031,15324200
2025-05-12,445.9400024414063,449.3699951171875,439.7799987792969,449.260009765625,448.4367370605469,22821900
2025-05-13,447.7799987792969,450.6700134277344,445.3599853515625,449.1400146484375,448.3169860839844,23618800
2025-05-14,448.1400146484375,453.8999938964844,448.1400146484375,452.9400024414063,452.1099853515625,19902800
2025-05-15,450.7699890136719,456.1900024414063,450.4299926757813,453.1300048828125,453.1300048828125,21992300
2025-05-16,452.0499877929688,454.3599853515625,448.7300109863281,454.2699890136719,454.2699890136719,23849800
2025-05-19,450.8800048828125,459.5899963378906,450.7999877929688,458.8699951171875,458.8699951171875,21336500
2025-05-20,455.5899963378906,458.3399963378906,454.3200073242188,458.1700134277344,458.1700134277344,15441800
2025-05-21,454.5700073242188,457.7799987792969,451.80999755859375,452.5700073242188,452.5700073242188,19216900
2025-05-22,454.9500122070313,460.25,453.8999938964844,454.8599853515625,454.8599853515625,18025600
2025-05-23,449.9800109863281,453.6900024414063,448.9100036621094,450.1799926757813,450.1799926757813,16883500
2025-05-27,456.4800109863281,460.9500122070313,456.1199951171875,460.6900024414063,460.6900024414063,20974300
2025-05-28,461.2200012207031,462.5199890136719,456.9299926757813,457.3599853515625,457.3599853515625,17086300
2025-05-29,461.5499877929688,461.7200012207031,455.30999755859375,458.6799926757813,458.6799926757813,13974800
2025-05-30,459.7200012207031,461.6799926757813,455.5400085449219,460.3599853515625,460.3599853515625,34770500
2025-06-02,457.1400146484375,462.1099853515625,456.8900146484375,461.9700012207031,461.9700012207031,16626500
2025-06-03,461.4700012207031,464.1400146484375,460.8599853515625,462.9700012207031,462.9700012207031,15743800
2025-06-04,464.0,465.6900024414063,463.0199890136719,463.8699951171875,463.8699951171875,14162700
2025-06-05,464.9599914550781,469.6499938964844,464.0299987792969,467.6799926757813,467.6799926757813,20131700
2025-06-06,470.0899963378906,473.3399963378906,468.7799987792969,470.3800048828125,470.3800048828125,15285600
2025-06-09,469.7000122070313,473.4299926757813,468.6199951171875,472.75,472.75,16469900
2025-06-10,471.1900024414063,472.7999877929688,466.9599914550781,470.9200134277344,470.9200134277344,15375900
2025-06-11,470.0199890136719,475.4700012207031,469.6600036621094,472.6199951171875,472.6199951171875,16399200
2025-06-12,475.0199890136719,480.4200134277344,473.5199890136719,478.8699951171875,478.8699951171875,18950600
2025-06-13,476.4100036621094,479.1799926757813,472.760009765625,474.9599914550781,474.9599914550781,16814500
2025-06-16,475.2099914550781,480.6900024414063,475.0,479.1400146484375,479.1400146484375,15626100
2025-06-17,475.3999938964844,478.739990234375,474.0799865722656,478.0400085449219,478.0400085449219,15414100
2025-06-18,478.0,481.0,474.4599914550781,480.239990234375,480.239990234375,17526500
2025-06-20,482.2300109863281,483.4599914550781,476.8699951171875,477.3999938964844,477.3999938964844,37576200
2025-06-23,478.2099914550781,487.75,472.510009765625,486.0,486.0,24864000
2025-06-24,488.9500122070313,491.8500061035156,486.7999877929688,490.1099853515625,490.1099853515625,22305600
2025-06-25,492.0400085449219,494.55999755859375,489.3900146484375,492.2699890136719,492.2699890136719,17495100
2025-06-26,492.9800109863281,498.0400085449219,492.80999755859375,497.4500122070313,497.4500122070313,21578900
2025-06-27,497.5499877929688,499.2999877929688,493.0299987792969,495.9400024414063,495.9400024414063,34539200
2025-06-30,497.0400085449219,500.760009765625,495.3299865722656,497.4100036621094,497.4100036621094,28369000
2025-07-01,496.4700012207031,498.0499877929688,490.9800109863281,492.0499877929688,492.0499877929688,19945400
2025-07-02,489.989990234375,493.5,488.7000122070313,491.0899963378906,491.0899963378906,16319600
2025-07-03,493.80999755859375,500.1300048828125,493.4400024414063,498.8399963378906,498.8399963378906,13984800
2025-07-07,497.3800048828125,498.75,495.2300109863281,497.7200012207031,497.7200012207031,13981600
2025-07-08,497.239990234375,498.2000122070313,494.1099853515625,496.6199951171875,496.6199951171875,11846600
2025-07-09,500.2999877929688,506.7799987792969,499.739990234375,503.510009765625,503.510009765625,18659500
2025-07-10,503.0499877929688,504.4400024414063,497.75,501.4800109863281,501.4800109863281,16492100
2025-07-11,498.4700012207031,505.0299987792969,497.7999877929688,503.3200073242188,503.3200073242188,16459500
2025-07-14,501.5199890136719,503.9700012207031,501.0299987792969,503.0199890136719,503.0199890136719,12058800
2025-07-15,503.0199890136719,508.2999877929688,502.7900085449219,505.8200073242188,505.8200073242188,14927200
2025-07-16,505.1799926757813,506.7200012207031,501.8900146484375,505.6199951171875,505.6199951171875,15154400
2025-07-17,505.6799926757813,513.3699951171875,505.6199951171875,511.7000122070313,511.7000122070313,17503100
2025-07-18,514.47998046875,514.6400146484375,507.4299926757813,510.0499877929688,510.0499877929688,21209700
2025-07-21,506.7099914550781,512.0900268554688,505.5499877929688,510.05999755859375,510.05999755859375,14066800
2025-07-22,510.9700012207031,511.2000122070313,505.2699890136719,505.2699890136719,505.2699890136719,13868600
2025-07-23,506.75,506.7900085449219,500.7000122070313,505.8699951171875,505.8699951171875,16396600
2025-07-24,508.7699890136719,513.6699829101562,507.2999877929688,510.8800048828125,510.8800048828125,16107000
2025-07-25,512.469970703125,518.2899780273438,510.3599853515625,513.7100219726562,513.7100219726562,19125700
2025-07-28,514.0800170898438,515.0,510.1199951171875,512.5,512.5,14308000
2025-07-29,515.530029296875,517.6199951171875,511.55999755859375,512.5700073242188,512.5700073242188,16469200
2025-07-30,515.1699829101562,515.9500122070312,509.4400024414063,513.239990234375,513.239990234375,26380400
2025-07-31,555.22998046875,555.4500122070312,531.9000244140625,533.5,533.5,51617300
2025-08-01,535.0,535.7999877929688,520.8599853515625,524.1099853515625,524.1099853515625,28977600
2025-08-04,528.27001953125,538.25,528.1300048828125,535.6400146484375,535.6400146484375,25349000
2025-08-05,537.1799926757812,537.2999877929688,527.239990234375,527.75,527.75,19171600
2025-08-06,530.9000244140625,531.7000122070312,524.030029296875,524.9400024414062,524.9400024414062,21355700
2025-08-07,526.7999877929688,528.0900268554688,517.5499877929688,520.8400268554688,520.8400268554688,16079100
2025-08-08,522.5999755859375,524.6599731445312,519.4099731445312,522.0399780273438,522.0399780273438,15531000
2025-08-11,522.2999877929688,527.5900268554688,519.719970703125,521.77001953125,521.77001953125,20194400
2025-08-12,523.75,530.97998046875,522.7000122070312,529.239990234375,529.239990234375,18667000
2025-08-13,532.1099853515625,532.7000122070312,519.3699951171875,520.5800170898438,520.5800170898438,19619200
2025-08-14,522.5599975585938,525.9500122070312,520.1400146484375,522.47998046875,522.47998046875,20269100
2025-08-15,522.77001953125,526.0999755859375,519.0800170898438,520.1699829101562,520.1699829101562,25213300
2025-08-18,521.5900268554688,522.8200073242188,514.02001953125,517.0999755859375,517.0999755859375,23760600
2025-08-19,515.0,515.1599731445312,508.5499877929688,509.7699890136719,509.7699890136719,21481000
2025-08-20,509.8699951171875,511.0,504.4400024414063,505.7200012207031,505.7200012207031,27723000
2025-08-21,503.6900024414063,507.6300048828125,502.7200012207031,504.239990234375,504.239990234375,18418400
